DOM,CDOM,SettledMonth,SettledYear,SettledMonthYear,MortgageRate,SettledDay,OriginalPrice,List Price,SoldPrice,Financing,SaleType,TaxAnnualTotal,AcresTotal,HOA,HOAFeeNormalized,YearBuilt,Age,SqFt,Bedrooms,BathsFull,BathsHalf,BathsHalfConverted,Baths,Basement,GarageSpaces,Fireplace,central air,Waterfront,New Construction,AboveGradeSqFt,BelowGradeSqFt
8,8,2,2021,22021,2.97,26,294900,294900,275000,1,2,6043,0.58,0,0,1968,57,3492,6,4,0,0,4,1,4,0,1,0,0,3492,0
3,3,2,2021,22021,2.97,26,200000,200000,220000,4,1,2235,0.17,0,0,1990,35,1332,3,2,1,0.5,2.5,1,0,0,1,0,0,1332,0
0,0,1,2021,12021,2.79,21,286590,286590,286590,2,1,432,0.05,1,876,2021,4,2320,3,2,2,1,3,0,0,0,1,0,1,2320,0
4,4,3,2021,32021,3.17,5,135000,135000,135000,2,1,1797,0.12,1,240,1964,61,1080,3,1,0,0,1,0,0,0,1,0,0,1080,0
22,22,3,2021,32021,3.17,26,330000,330000,323000,3,1,4466,0.46,0,0,1965,60,3357,5,3,0,0,3,1,2,1,1,0,0,2457,900
27,76,4,2021,42021,3.13,15,589900,589900,530000,2,1,2918,22.64,0,0,1978,47,1944,3,2,0,0,2,1,1,1,0,0,0,1944,0
15,15,3,2021,32021,3.17,16,235000,235000,235000,2,1,1694,0.36,0,0,1900,125,1504,3,1,1,0.5,1.5,0,0,0,1,0,0,1504,0
12,13,3,2021,32021,3.17,15,289000,289000,305000,4,1,2787,0.2,0,0,1955,70,2081,4,2,0,0,2,1,0,0,1,0,0,1431,650
5,5,3,2021,32021,3.17,15,385000,415000,415000,2,1,4746,0.36,0,0,2001,24,3500,4,2,2,1,3,1,2,1,1,0,0,2440,1060
3,3,3,2021,32021,3.17,15,279900,279900,305000,2,1,3590,0.3,0,0,1948,77,2056,3,2,0,0,2,0,1,1,1,0,0,2056,0
1,1,2,2021,22021,2.97,25,225000,225000,185500,2,1,2514,0.25,0,0,1940,85,1494,3,2,0,0,2,1,0,0,0,0,0,1494,0
3,3,2,2021,22021,2.97,26,309900,309900,311500,2,1,3747,0.32,0,0,1966,59,1540,3,2,0,0,2,1,1,1,1,0,0,1540,0
6,6,3,2021,32021,3.17,12,359900,359900,365000,2,1,2678,0.41,0,0,1969,56,1912,3,3,0,0,3,1,1,0,1,0,0,1232,680
6,6,2,2021,22021,2.97,25,334800,334000,337000,4,1,3303,0.1,0,0,2014,11,2524,3,3,1,0.5,3.5,1,2,0,1,0,0,1924,600
30,30,3,2021,32021,3.17,16,259000,254900,250000,2,1,2406,0.42,0,0,2004,21,1377,3,2,0,0,2,0,0,0,1,0,0,1377,0
0,0,1,2021,12021,2.79,8,297500,297500,297500,3,1,2292,0.55,0,0,1969,56,1134,3,1,1,0.5,1.5,1,1,0,1,0,0,1134,0
1,1,7,2021,72021,2.98,16,465265,465665,465665,3,1,0,0.2,1,720,2021,4,3194,4,2,1,0.5,2.5,1,2,0,1,0,1,2423,771
5,5,3,2021,32021,3.17,1,340000,340000,345000,2,1,3887,0.34,0,0,1974,51,1951,4,3,0,0,3,1,2,1,1,0,0,1351,600
1,1,7,2021,72021,2.98,2,430410,430410,430410,4,1,0,0.25,1,720,2021,4,3201,4,2,1,0.5,2.5,1,2,0,1,0,1,2491,710
1,1,8,2021,82021,2.87,13,470205,470205,470205,2,1,0,0.2,1,720,2021,4,3987,4,2,1,0.5,2.5,1,2,0,1,0,1,3019,968
2,2,3,2021,32021,3.17,5,300000,300000,315000,2,1,3706,0.45,0,0,1994,31,1893,4,2,1,0.5,2.5,1,2,0,1,0,0,1182,711
3,49,2,2021,22021,2.97,22,159900,159900,159990,3,1,2534,0.44,0,0,1948,77,1554,4,2,0,0,2,1,0,0,0,0,0,1320,234
74,74,4,2021,42021,3.13,1,39900,39899,39899,1,2,0,0,0,0,1993,32,1100,2,2,0,0,2,0,0,0,1,0,0,1100,0
10,10,2,2021,22021,2.97,22,324902,329000,329000,1,1,2575,0.07,1,620,2003,22,3752,3,3,1,0.5,3.5,1,1,1,1,0,0,2502,1250
0,0,10,2020,102020,2.88,13,642936,642936,642936,5,1,0,0.2,1,1500,2020,5,3800,3,3,1,0.5,3.5,0,2,0,1,1,1,3800,0
6,6,3,2021,32021,3.17,17,225000,225000,235000,2,1,2325,0.46,0,0,1964,61,1525,3,1,1,0.5,1.5,1,0,1,1,0,0,1525,0
21,21,3,2021,32021,3.17,9,135000,135000,129000,5,1,1736,0.07,1,250,1964,61,1080,3,1,0,0,1,0,0,0,1,0,0,1080,0
3,6,2,2021,22021,2.97,12,165900,165900,172000,4,1,2107,0.05,0,0,1974,51,1590,3,1,2,1,2,1,0,0,1,0,0,1240,350
1,1,6,2021,62021,2.99,17,453405,461620,461620,2,1,0,0.18,1,720,2021,4,3262,4,2,1,0.5,2.5,1,2,0,1,0,1,2491,771
15,15,2,2021,22021,2.97,26,264900,264900,260000,2,1,2728,0.55,0,0,1955,70,1893,2,2,1,0.5,2.5,1,1,0,1,0,0,1893,0
11,11,2,2021,22021,2.97,10,139900,139900,139000,4,1,1546,0.12,0,0,1941,84,984,4,1,1,0.5,1.5,0,0,1,1,0,0,984,0
26,26,3,2021,32021,3.17,15,480000,480000,435000,3,1,3912,0.22,1,380,2005,20,4176,6,4,0,0,4,1,2,1,1,0,0,3176,1000
6,6,1,2021,12021,2.79,29,180000,180000,184000,3,1,2005,0.04,1,620,2004,21,2268,3,2,1,0.5,2.5,1,0,0,1,0,0,1464,804
1,1,6,2021,62021,2.99,25,497090,497090,497090,4,1,0,0.25,1,720,2021,4,3235,4,2,1,0.5,2.5,1,2,0,1,0,1,2464,771
21,21,2,2021,22021,2.97,17,318990,318990,318980,2,1,432,0.04,1,876,2020,5,2308,3,2,2,1,3,0,0,0,1,0,1,2308,0
1,1,5,2021,52021,2.96,26,440850,441195,441195,3,1,0,0.18,1,720,2021,4,3201,4,2,1,0.5,2.5,1,2,0,1,0,1,2491,710
1,1,7,2021,72021,2.98,2,501500,505940,505940,2,1,0,0.25,1,720,2021,4,3235,4,2,1,0.5,2.5,1,2,0,1,0,1,2464,771
20,20,3,2021,32021,3.17,23,289000,289000,305000,4,1,3546,0.19,0,0,1981,44,2041,3,3,0,0,3,1,1,1,1,0,0,1566,475
27,27,2,2021,22021,2.97,26,269900,259900,259000,2,1,2973,0.23,0,0,1965,60,1674,4,2,0,0,2,1,1,0,1,0,0,1474,200
4,4,1,2021,12021,2.79,29,450000,475300,475300,2,1,4509,1.1,0,0,2009,16,2768,3,3,0,0,3,1,5,1,1,0,0,2768,0
5,5,1,2021,12021,2.79,15,499900,499900,510000,4,1,5271,0.24,1,876,2014,11,4670,5,4,0,0,4,1,2,0,1,0,0,3460,1210
4,4,1,2021,12021,2.79,29,265000,270000,270000,2,1,2518,0.07,1,960,2012,13,1892,3,3,1,0.5,3.5,1,2,0,1,0,0,1592,300
32,32,3,2021,32021,3.17,26,135000,135000,125000,3,1,1537,0.14,0,0,1952,73,702,2,1,0,0,1,0,0,0,0,0,0,702,0
4,4,12,2020,122020,2.71,30,129900,129900,135000,1,1,1986,0.27,0,0,1963,62,1268,3,1,0,0,1,1,0,0,1,0,0,1268,0
6,6,1,2021,12021,2.79,26,189900,195000,195000,4,1,2236,0.06,0,0,1981,44,1720,4,1,1,0.5,1.5,1,0,0,1,0,0,1320,400
5,5,1,2021,12021,2.79,26,320000,320000,315000,2,1,2946,0.06,1,960,2008,17,2522,3,2,2,1,3,1,2,0,1,0,0,1922,600
16,36,1,2021,12021,2.79,15,420590,420590,423590,4,1,1.06,0.18,1,876,2020,5,3080,3,2,2,1,3,1,2,0,1,0,1,2369,711
40,40,2,2021,22021,2.97,12,249900,229900,229900,3,1,2386,0.19,0,0,1934,91,1716,3,1,1,0.5,1.5,1,1,0,1,0,0,1516,200
36,36,2,2021,22021,2.97,22,448490,484860,474860,2,1,646,0.17,1,876,2020,5,3500,4,3,2,1,4,1,2,0,1,0,1,2676,824
5,5,1,2021,12021,2.79,25,480000,480000,469000,4,1,7260,0.21,1,500,2016,9,4807,4,3,1,0.5,3.5,1,0,0,1,0,0,3577,1230
6,6,1,2021,12021,2.79,19,314900,314900,330000,2,1,4091,0.38,0,0,1987,38,2336,3,2,0,0,2,1,2,0,1,0,0,1336,1000
30,30,3,2021,32021,3.17,26,149950,149950,150000,5,1,1802,0.69,0,0,1948,77,1040,3,1,0,0,1,0,0,0,1,0,0,1040,0
16,16,5,2021,52021,2.96,21,389900,399900,390000,1,1,2963,0.47,0,0,1967,58,2358,4,3,0,0,3,1,3,0,1,0,0,1503,855
37,37,2,2021,22021,2.97,26,60000,60000,60000,2,2,1262,0.12,0,0,1941,84,672,2,1,0,0,1,0,0,0,1,0,0,672,0
6,6,1,2021,12021,2.79,27,172500,172500,175000,3,1,2136,0.17,0,0,1961,64,1032,3,1,0,0,1,0,0,0,1,0,0,1032,0
4,4,12,2020,122020,2.71,28,309900,325000,324000,4,1,3836,0.35,0,0,2000,25,2120,3,2,1,0.5,2.5,1,0,0,1,0,0,2120,0
11,11,1,2021,12021,2.79,14,309900,309900,309900,3,1,2942,0.1,1,960,2010,15,2186,3,3,1,0.5,3.5,1,2,0,1,0,0,2186,0
4,4,12,2020,122020,2.71,18,359000,359000,365000,2,1,2654,0.69,0,0,1950,75,1856,3,3,0,0,3,1,2,0,1,0,0,1456,400
3,3,12,2020,122020,2.71,29,215000,215000,215000,2,1,2899,0.06,1,516,2002,23,1632,3,2,1,0.5,2.5,1,0,0,1,0,0,1632,0
8,8,1,2021,12021,2.79,11,299900,299900,287000,2,1,4017,0.27,0,0,1933,92,2324,3,1,1,0.5,1.5,1,2,1,0,0,0,2324,0
100,100,4,2021,42021,3.13,21,185000,179900,178000,2,1,1584,0.34,0,0,2004,21,1012,3,2,0,0,2,0,0,0,1,0,0,1012,0
48,48,2,2021,22021,2.97,9,252900,249900,247000,4,1,2172,0.07,1,960,2007,18,1798,3,3,1,0.5,3.5,1,0,0,1,0,0,1398,400
2,2,12,2020,122020,2.71,23,219900,219900,219900,3,1,2578,0.21,0,0,1924,101,1279,3,1,0,0,1,1,1,1,1,0,0,1279,0
8,8,1,2021,12021,2.79,22,300000,285000,300000,2,1,2324,2.43,0,0,1936,89,1428,3,2,1,0.5,2.5,1,0,1,1,0,0,1428,0
105,105,4,2021,42021,3.13,29,249000,219000,222000,2,1,2041,0.07,1,960,2006,19,1460,3,3,1,0.5,3.5,1,0,0,1,0,0,1160,300
0,0,10,2020,102020,2.88,13,445500,445500,445500,3,1,400,0,0,0,2020,5,3000,4,2,1,0.5,2.5,1,2,0,1,0,0,3000,0
7,7,12,2020,122020,2.71,18,325000,325000,325000,2,1,2670,0.06,1,960,2007,18,2772,3,3,1,0.5,3.5,1,2,1,1,0,0,1922,850
2,2,12,2020,122020,2.71,23,199900,220000,215300,4,1,2786,0.09,1,516,2000,25,2333,4,3,1,0.5,3.5,1,0,0,1,0,0,1390,943
2,2,12,2020,122020,2.71,21,329500,329500,329500,2,1,3067,0.11,1,960,2009,16,3008,3,3,1,0.5,3.5,1,2,0,1,0,0,2174,834
86,86,3,2021,32021,3.17,19,60000,60000,104500,1,2,2689,0.23,0,0,1905,120,2128,3,2,0,0,2,1,0,0,0,0,0,2128,0
27,27,1,2021,12021,2.79,4,319000,310000,310000,4,1,3750,0.34,0,0,1973,52,1845,3,2,0,0,2,1,2,0,1,0,0,1845,0
5,5,1,2021,12021,2.79,8,159900,159900,159900,3,1,2289,0.27,0,0,1962,63,1378,2,1,0,0,1,1,0,0,1,0,0,1378,0
69,69,3,2021,32021,3.17,8,199900,185000,155600,2,1,2267,0.75,0,0,1960,65,1780,3,2,0,0,2,0,2,0,0,0,0,1780,0
1,256,5,2021,52021,2.96,25,447295,449295,449295,2,1,0,0.19,1,720,2021,4,3621,5,3,0,0,3,1,2,1,1,0,1,2768,853
18,18,1,2021,12021,2.79,7,275000,270000,275000,3,1,3102,0.19,0,0,1981,44,1572,3,2,0,0,2,1,0,0,1,0,0,1572,0
1,256,5,2021,52021,2.96,17,458720,451720,451720,2,1,0,0.25,1,720,2021,4,3174,4,2,1,0.5,2.5,1,2,0,1,0,1,2464,710
1,256,4,2021,42021,3.13,27,485330,475340,475340,3,1,0,0.28,1,720,2021,4,3133,5,3,1,0.5,3.5,1,2,1,1,0,1,2423,710
7,7,12,2020,122020,2.71,15,275000,280000,280000,3,1,2429,0.36,0,0,1991,34,2008,4,2,1,0.5,2.5,1,2,0,1,0,0,2008,0
63,63,3,2021,32021,3.17,15,180000,159000,167000,3,1,1948,0.17,0,0,1950,75,962,3,1,0,0,1,0,0,0,1,0,0,962,0
72,72,1,2021,12021,2.79,21,60000,55000,53000,1,1,0,0,0,0,2016,9,1173,3,2,0,0,2,0,0,0,1,0,0,1173,0
1,256,4,2021,42021,3.13,20,422100,422100,422100,1,1,0,0.18,1,720,2021,4,3133,4,2,1,0.5,2.5,1,2,0,1,0,1,2423,710
1,256,5,2021,52021,2.96,18,458300,461795,461795,2,1,0,0.18,1,720,2021,4,3621,3,2,1,0.5,2.5,1,2,0,1,0,1,2768,853
6,6,12,2020,122020,2.71,22,299900,299900,300000,2,1,2713,0.21,0,0,1961,64,2124,4,2,1,0.5,2.5,1,1,1,1,0,0,1416,708
1,256,5,2021,52021,2.96,14,486200,486200,486200,3,1,0,0.22,1,720,2021,4,3262,4,3,1,0.5,3.5,1,2,1,1,0,1,2491,771
4,4,12,2020,122020,2.71,18,365000,365000,374200,4,1,4290,0.39,0,0,2001,24,2310,4,3,1,0.5,3.5,1,2,0,1,0,0,2010,300
4,4,12,2020,122020,2.71,15,295000,300000,300000,3,1,2583,0.04,1,960,2012,13,1970,3,2,2,1,3,0,1,0,1,0,0,1520,450
1,248,10,2020,102020,2.88,30,486090,486090,486090,3,1,0,0.2,1,720,2020,5,4042,5,5,0,0,5,1,2,1,1,0,1,3019,1023
83,83,3,2021,32021,3.17,4,239000,245000,245000,3,1,3156,0.24,0,0,1962,63,2005,3,2,1,0.5,2.5,1,0,1,1,0,0,2005,0
204,204,8,2021,82021,2.87,17,225000,199999,199999,2,1,2805,0.16,0,0,1925,100,2122,4,2,0,0,2,1,1,0,0,0,0,2122,0
23,23,12,2020,122020,2.71,29,385000,385000,424200,2,2,7516,23.33,0,0,2014,11,3770,3,2,0,0,2,1,2,1,1,0,0,3770,0
6,6,12,2020,122020,2.71,11,220000,220000,215000,2,1,2634,0.24,0,0,1958,67,875,3,1,0,0,1,0,3,0,1,0,0,875,0
4,4,12,2020,122020,2.71,18,266000,270000,270000,3,1,2477,0.05,1,960,2008,17,1936,3,2,2,1,3,1,1,0,1,0,0,1536,400
5,5,6,2021,62021,2.99,30,135000,136000,137000,1,2,2274,0.61,0,0,1966,59,1360,2,2,0,0,2,0,0,1,1,0,0,1360,0
3,3,12,2020,122020,2.71,18,369900,369900,387100,2,1,3571,0.25,1,200.04,2002,23,3390,4,3,1,0.5,3.5,1,2,1,1,0,0,2404,986
6,6,12,2020,122020,2.71,9,459900,459900,446000,2,1,6531,0.23,1,600,2012,13,3976,4,3,1,0.5,3.5,1,2,1,1,0,0,2866,1110
14,14,12,2020,122020,2.71,30,62000,65000,60000,1,1,952,0.11,0,0,1941,84,672,2,1,0,0,1,0,0,0,1,0,0,672,0
17,17,12,2020,122020,2.71,29,494900,494900,494900,2,1,5023,0.27,1,876,2013,12,4307,4,3,1,0.5,3.5,1,2,1,1,0,0,3192,1115
65,65,2,2021,22021,2.97,17,340000,330000,325000,2,1,3541,0.47,0,0,1966,59,1762,4,2,0,0,2,1,0,1,1,0,0,1762,0
0,0,10,2020,102020,2.88,22,460240,460240,460240,4,1,5186,0.21,1,876,2020,5,2676,4,3,1,0.5,3.5,1,2,0,1,0,1,2676,0
6,6,12,2020,122020,2.71,7,179990,185000,185000,2,1,2071,0.08,0,0,1979,46,1740,3,1,1,0.5,1.5,1,0,0,1,0,0,1320,420
1,1,11,2020,112020,2.72,10,75000,75000,72000,1,1,1403,0.1,0,0,1941,84,840,3,1,0,0,1,0,0,0,1,0,0,840,0
60,60,1,2021,12021,2.79,21,239900,225000,225000,2,1,3014,0.38,0,0,1940,85,1991,3,2,0,0,2,0,1,1,0,0,0,1991,0
92,92,3,2021,32021,3.17,5,254000,249000,253750,4,1,2185,0.26,0,0,1962,63,1268,3,2,0,0,2,1,0,0,1,0,0,1268,0
1,256,4,2021,42021,3.13,13,409980,409980,409980,4,1,0,0.18,1,720,2021,4,2738,4,2,1,0.5,2.5,1,2,1,1,0,1,2114,624
1,248,2,2021,22021,2.97,17,497160,497160,497160,2,1,0,0.22,1,720,2020,5,4042,5,5,0,0,5,1,2,0,1,0,1,3019,1023
28,28,12,2020,122020,2.71,15,269900,269900,269900,2,1,2387,0.04,1,960,2008,17,1876,3,2,1,0.5,2.5,0,2,0,1,0,0,1576,300
1,256,4,2021,42021,3.13,21,473490,473490,473490,2,1,0,0.22,1,720,2021,4,3676,5,4,1,0.5,4.5,1,2,0,1,0,1,2768,908
1,256,3,2021,32021,3.17,26,443725,443725,443725,3,1,0,0.22,1,720,2021,4,2774,4,2,1,0.5,2.5,1,2,0,1,0,1,2150,624
1,248,4,2021,42021,3.13,21,503710,503710,503710,3,1,0,0.17,1,720,2021,4,4007,5,4,0,0,4,1,2,0,1,0,1,3039,968
2,2,11,2020,112020,2.72,25,250000,265000,252000,3,1,2530,0.05,1,960,2007,18,1936,3,2,2,1,3,0,1,0,1,0,0,1536,400
17,17,11,2020,112020,2.72,13,40000,40000,86100,1,2,1168,0.11,0,0,1890,135,536,1,1,0,0,1,0,0,0,1,0,0,536,0
37,37,4,2021,42021,3.13,19,135000,135000,133000,2,1,1899,0.15,0,0,1953,72,1134,4,1,1,0.5,1.5,0,0,0,1,0,0,1134,0
44,44,3,2022,32022,4.67,4,465000,425000,425000,4,2,5343,0.5,1,240,2005,20,3384,5,3,1,0.5,3.5,1,2,0,1,0,0,2484,900
10,10,4,2021,42021,3.13,2,275000,275000,292000,2,1,2292,1.61,0,0,1945,80,1645,3,1,0,0,1,0,0,1,1,1,0,1645,0
18,18,12,2020,122020,2.71,7,285000,285000,285000,2,1,2522,0.05,1,960,2010,15,1860,3,3,1,0.5,3.5,1,2,1,1,0,0,1560,300
34,34,1,2021,12021,2.79,15,255000,255000,262860,3,1,2536,0.04,1,960,2011,14,2040,3,2,2,1,3,0,2,0,1,0,0,2040,0
4,4,11,2020,112020,2.72,12,279900,279900,270000,2,1,2573,0,0,0,2005,20,3108,4,3,1,0.5,3.5,1,1,1,1,0,0,2508,600
25,25,12,2020,122020,2.71,18,149900,149900,155000,3,1,1568,0.15,0,0,1953,72,750,2,1,0,0,1,0,0,0,1,0,0,750,0
7,7,12,2020,122020,2.71,9,349000,370000,360000,2,1,4343,0.33,0,0,1973,52,2599,3,2,1,0.5,2.5,1,1,0,1,0,0,1797,802
22,22,11,2020,112020,2.72,13,72000,72000,78000,1,2,1986,0.18,0,0,1953,72,1109,3,1,0,0,1,0,0,0,0,0,0,1109,0
0,0,10,2020,102020,2.88,1,59000,59000,59000,1,2,1301,0.14,0,0,1941,84,672,2,1,0,0,1,0,0,0,0,0,0,672,0
4,4,11,2020,112020,2.72,6,245000,245000,249000,3,1,2109,0.24,0,0,1978,47,1560,4,2,1,0.5,2.5,1,0,1,1,0,0,1560,0
4,4,1,2021,12021,2.79,5,294900,294900,296500,4,1,2928,0.09,1,960,2016,9,1970,3,2,1,0.5,2.5,0,0,0,1,0,0,1970,0
13,13,4,2021,42021,3.13,30,439990,439990,439990,3,1,4047,0.14,1,300,2020,5,2272,4,2,1,0.5,2.5,1,2,1,1,0,1,2272,0
54,54,12,2020,122020,2.71,31,122500,125000,120000,2,1,1413,0.1,0,0,1941,84,840,3,1,0,0,1,0,0,0,1,0,0,840,0
27,27,11,2020,112020,2.72,30,249622,245000,245000,3,1,2236,0.23,0,0,1955,70,1770,3,1,0,0,1,1,0,1,1,0,0,1000,770
5,5,10,2020,102020,2.88,30,265000,275000,267000,3,1,2515,0.04,1,960,2012,13,1920,3,2,2,1,3,1,2,0,1,0,0,1560,360
12,12,11,2020,112020,2.72,18,229900,229900,229900,2,1,2866,0.16,1,800,1994,31,1536,3,2,1,0.5,2.5,1,1,0,1,0,0,1536,0
28,28,11,2020,112020,2.72,22,105000,105000,105000,1,2,2108,0.21,0,0,1956,69,900,3,1,0,0,1,1,0,0,0,0,0,900,0
50,91,9,2021,92021,2.86,20,375000,375000,367500,2,1,2475,0.87,0,0,1950,75,2049,3,3,0,0,3,1,2,1,1,0,0,1600,449
38,38,12,2020,122020,2.71,18,139999,139999,146900,2,1,2044,0.81,0,0,1900,125,1536,4,2,0,0,2,1,3,0,1,0,0,1536,0
10,10,12,2020,122020,2.71,14,179990,179990,180000,3,1,2216,0.05,0,0,1983,42,1400,3,1,1,0.5,1.5,1,0,0,1,0,0,1120,280
2,2,10,2020,102020,2.88,2,225000,225000,220000,1,1,1824,0.46,0,0,1960,65,861,2,1,0,0,1,1,0,0,1,0,0,861,0
5,5,11,2020,112020,2.72,27,104900,113050,113050,2,1,1301,0.15,0,0,1941,84,672,2,1,0,0,1,0,0,0,1,0,0,672,0
36,36,12,2020,122020,2.71,11,120000,120000,117000,2,1,1563,0,0,0,1991,34,930,2,2,0,0,2,0,0,0,1,0,0,930,0
4,4,11,2020,112020,2.72,17,185000,182000,182000,3,1,1838,0.2,0,0,1952,73,875,2,1,1,0.5,1.5,0,0,0,1,0,0,875,0
1,256,3,2021,32021,3.17,23,456640,456640,456640,3,1,0,0.19,1,720,2021,4,3676,6,4,0,0,4,1,2,1,1,0,1,2768,908
5,5,10,2020,102020,2.88,26,221900,240000,227000,3,1,2012,0.04,1,206.68,2003,22,1636,3,2,1,0.5,2.5,1,0,0,1,0,0,1336,300
1,256,2,2021,22021,2.97,18,420700,420700,420700,4,1,0,0.18,1,720,2021,4,3262,5,3,1,0.5,3.5,1,2,1,1,0,1,2491,771
1,256,2,2021,22021,2.97,22,430770,430693,430693,2,1,0,0.23,1,720,2021,4,3194,4,3,1,0.5,3.5,1,2,0,1,0,1,2423,771
1,256,3,2021,32021,3.17,31,409280,409280,409280,2,1,0,0.22,1,720,2021,4,2825,4,3,1,0.5,3.5,1,2,0,1,0,1,2150,675
1,248,3,2021,32021,3.17,16,462245,474000,474000,2,1,0,0.18,1,720,2021,4,4042,5,4,0,0,4,1,2,1,1,0,1,3019,1023
2,2,10,2020,102020,2.88,29,199900,215000,215000,2,1,2367,0.15,0,0,1962,63,1364,3,1,0,0,1,1,0,0,1,0,0,1364,0
4,4,10,2020,102020,2.88,30,179900,179900,170000,2,1,2331,0.06,1,492,1996,29,1172,3,2,0,0,2,1,0,1,1,0,0,1172,0
3,3,10,2020,102020,2.88,16,235000,235000,245000,2,1,3024,0.17,1,0,1983,42,1780,4,2,0,0,2,0,0,0,1,0,0,1020,760
6,6,11,2020,112020,2.72,13,130000,130000,130000,2,1,1387,0.1,0,0,1941,84,816,3,1,0,0,1,0,0,0,1,0,0,816,0
6,6,11,2020,112020,2.72,2,369900,369900,370000,2,1,3520,0.14,1,200,2003,22,2912,4,3,1,0.5,3.5,1,2,1,1,0,0,2342,570
10,10,11,2020,112020,2.72,16,229000,229000,235000,3,1,3199,0.23,0,0,1959,66,1477,4,2,0,0,2,1,2,1,0,0,0,1477,0
10,10,11,2020,112020,2.72,11,239900,239900,243000,2,1,2212,0.06,1,206.64,2004,21,1600,3,3,1,0.5,3.5,1,0,1,1,0,0,1600,0
40,40,12,2020,122020,2.71,23,389500,399000,345000,1,1,4410,0.79,0,0,1960,65,2724,3,2,0,0,2,1,1,0,1,0,0,1824,900
24,24,11,2020,112020,2.72,23,229999,229900,229900,3,1,3424,0.24,0,0,1964,61,1722,3,1,1,0.5,1.5,1,1,1,1,0,0,1422,300
4,4,9,2020,92020,2.86,29,145000,145000,136000,1,1,1647,0.27,0,0,1966,59,1323,4,1,1,0.5,1.5,1,0,0,0,0,0,1323,0
4,4,10,2020,102020,2.88,29,278000,285000,285000,3,1,2486,0.12,1,960,2010,15,1892,4,3,1,0.5,3.5,0,2,0,1,0,0,1592,300
71,71,1,2021,12021,2.79,19,257500,262000,253000,3,1,3033,0.06,1,700,1997,28,2290,3,3,1,0.5,3.5,1,1,0,1,0,0,1440,850
28,28,11,2020,112020,2.72,2,499304,499304,499304,2,1,786,0.25,0,0,2021,4,3812,5,3,1,0.5,3.5,1,2,1,1,0,1,2712,1100
1,1,9,2020,92020,2.86,4,205000,205000,205000,3,2,5093,0.17,0,0,2004,21,2659,4,2,1,0.5,2.5,1,2,0,1,0,0,1959,700
111,111,2,2021,22021,2.97,26,180000,172000,172000,2,1,1561,0.31,0,0,1890,135,1288,3,1,0,0,1,1,0,1,0,0,0,1288,0
58,58,12,2020,122020,2.71,11,105000,92150,92500,1,2,1721,0.41,0,0,1925,100,1364,2,1,0,0,1,1,0,0,0,0,0,1364,0
3,3,10,2020,102020,2.88,30,159900,159900,163000,2,1,1826,0.14,0,0,1950,75,768,2,1,0,0,1,0,0,0,1,0,0,768,0
4,4,10,2020,102020,2.88,8,249900,249900,265000,2,1,3516,0.48,0,0,1975,50,1500,3,2,0,0,2,0,2,1,1,0,0,1500,0
21,21,12,2020,122020,2.71,28,229900,236900,241000,3,1,2101,0.06,1,620,2002,23,1520,3,2,1,0.5,2.5,1,0,0,1,0,0,1520,0
9,9,10,2020,102020,2.88,14,599900,599900,606000,2,1,4922,0.33,0,0,1920,105,2292,4,3,1,0.5,3.5,0,1,0,1,1,0,2292,0
5,5,11,2020,112020,2.72,2,264900,264900,256000,3,1,2504,0.05,1,960,2009,16,2304,3,2,1,0.5,2.5,0,1,1,1,0,0,2304,0
0,0,10,2020,102020,2.88,20,245000,245000,245000,2,1,2231,0.08,1,960,2009,16,1860,3,3,1,0.5,3.5,1,0,0,1,0,0,1360,500
16,16,12,2020,122020,2.71,23,435000,435000,440000,2,1,6865,0.19,0,0,2015,10,3588,4,3,1,0.5,3.5,1,2,1,1,0,0,3588,0
5,5,10,2020,102020,2.88,13,225000,225000,230000,3,1,2019,0.03,1,620,2000,25,1616,3,2,1,0.5,2.5,1,0,0,1,0,0,1616,0
58,58,11,2020,112020,2.72,20,164900,159900,159900,3,2,1520,0.15,0,0,1950,75,702,2,1,0,0,1,0,0,0,1,0,0,702,0
1,1,9,2021,92021,2.86,24,467640,467640,467640,4,1,0,0,1,876,2021,4,2676,4,3,2,1,4,1,2,1,1,0,1,2676,0
6,6,10,2020,102020,2.88,16,265000,265000,265000,3,1,2996,0.22,0,0,1960,65,2212,3,2,0,0,2,1,0,0,1,0,0,1612,600
3,3,10,2020,102020,2.88,5,284900,289900,289900,2,1,2917,0.09,1,870,2013,12,2100,3,2,2,1,3,1,1,0,1,0,0,1600,500
3,3,9,2020,92020,2.86,28,310000,310000,310000,4,1,3721,0.48,0,0,1987,38,1662,4,2,0,0,2,1,2,0,1,0,0,1338,324
17,17,10,2020,102020,2.88,30,168000,162000,162000,3,1,2170,0.14,0,0,1917,108,1402,3,2,0,0,2,1,0,0,1,0,0,1102,300
25,25,1,2021,12021,2.79,8,214900,184900,194000,2,1,2272,0.14,0,0,1940,85,946,2,1,0,0,1,1,0,0,1,0,0,946,0
43,43,12,2020,122020,2.71,2,300000,310000,305000,2,1,2906,0.06,1,960,2008,17,2522,3,3,1,0.5,3.5,1,2,0,1,0,0,1922,600
2,2,10,2020,102020,2.88,7,524900,530000,530000,4,1,4501,4.02,0,0,2001,24,4744,5,3,0,0,3,1,3,0,1,0,0,3744,1000
