DOM,CDOM,SettledMonth,SettledYear,SettledMonthYear,MortgageRate,SettledDay,OriginalPrice,List Price,SoldPrice,Financing,SaleType,TaxAnnualTotal,AcresTotal,HOA,HOAFeeNormalized,YearBuilt,Age,SqFt,Bedrooms,BathsFull,BathsHalf,BathsHalfConverted,Baths,Basement,GarageSpaces,Fireplace,central air,Waterfront,New Construction,AboveGradeSqFt,BelowGradeSqFt
5,5,8,2023,82023,6.9,30,290000,290000,310000,3,1,2097,0.06,1,680,2004,21,1600,3,3,1,0.5,3.5,1,0,0,1,0,0,1600,0
4,4,9,2023,92023,7.12,8,555000,555000,560000,4,1,4745,0.26,1,960.96,2012,13,4246,4,3,1,0.5,3.5,1,2,1,1,0,0,2776,1470
6,6,8,2023,82023,6.9,30,225000,225000,235000,2,1,2191,0.05,0,0,1974,51,1740,3,2,0,0,2,1,0,1,1,0,0,1240,500
3,3,8,2023,82023,6.9,28,299900,299900,311500,2,1,2316,0.05,1,680,2004,21,2180,3,2,1,0.5,2.5,1,0,0,1,0,0,1480,700
11,11,9,2023,92023,7.12,8,599999,599989,610000,2,1,7589,0.25,1,500,2020,5,3224,5,3,0,0,3,1,3,0,1,0,0,1844,1380
3,3,8,2023,82023,6.9,18,339900,339900,365000,1,1,2828,0.44,0,0,1954,71,2190,3,1,1,0.5,1.5,1,0,1,1,0,0,1290,900
28,28,9,2023,92023,7.12,8,89900,89900,87990,1,1,0,0,0,0,1996,29,1680,4,2,0,0,2,0,0,0,1,0,0,1680,0
1,1,9,2023,92023,7.12,11,150000,150000,160000,1,1,2347,0.25,0,0,1953,72,1328,4,2,0,0,2,0,1,0,0,0,0,1328,0
7,7,8,2023,82023,6.9,28,249000,249000,261500,2,1,2944,0.24,0,0,1957,68,1618,3,1,1,0.5,1.5,1,0,0,1,0,0,1618,0
4,4,8,2023,82023,6.9,25,304900,304900,315000,2,1,2123,0.04,1,680,2004,21,1600,4,2,1,0.5,2.5,1,0,0,1,0,0,1600,0
8,8,9,2023,92023,7.12,8,365000,365000,365000,2,1,2923,0.05,1,972,2020,5,2020,3,2,2,1,3,1,1,0,1,0,0,1600,420
20,20,8,2023,82023,6.9,31,125000,164000,170000,2,1,1979,0.12,0,0,2010,15,1056,3,1,0,0,1,0,0,0,1,0,0,1056,0
3,3,7,2023,72023,6.81,31,385000,385000,405000,2,1,4362.42,0.21,1,0,1999,26,2472,3,2,1,0.5,2.5,1,2,0,1,0,0,1672,800
7,7,8,2023,82023,6.9,18,350000,350000,350000,2,1,2745,0.05,1,1020,2016,9,2230,3,2,1,0.5,2.5,1,1,0,1,0,0,1520,710
3,3,8,2023,82023,6.9,23,410000,410000,425000,2,1,4399,0.47,0,0,1990,35,2234,4,2,1,0.5,2.5,1,2,1,1,0,0,2234,0
5,5,8,2023,82023,6.9,17,450000,450000,465000,2,1,3959,0.66,0,0,2005,20,2984,4,3,1,0.5,3.5,1,2,1,1,0,0,2284,700
45,45,10,2023,102023,7.49,27,375000,365000,375000,3,1,2870,0.08,1,972,2015,10,2116,3,2,2,1,3,1,1,0,1,0,0,1616,500
3,3,8,2023,82023,6.9,7,194500,194500,180000,3,1,1360,0.2,0,0,1941,84,816,2,1,0,0,1,0,0,0,1,0,0,816,0
5,5,8,2023,82023,6.9,21,285000,285000,305000,2,1,2265,0.04,1,680,2004,21,2184,3,2,1,0.5,2.5,1,0,0,1,0,0,1584,600
3,3,8,2023,82023,6.9,28,575000,575000,617400,2,1,4533,0.34,0,0,1959,66,2268,3,1,0,0,1,1,0,1,0,1,0,2268,0
4,4,8,2023,82023,6.9,15,270000,270000,290000,4,1,2094,0.04,1,540,2001,24,1600,3,2,1,0.5,2.5,1,0,0,1,0,0,1600,0
5,5,8,2023,82023,6.9,14,345000,345000,375000,2,1,2719,0.05,1,1020,2016,9,1940,4,3,1,0.5,3.5,0,0,0,1,0,0,1940,0
11,11,8,2023,82023,6.9,24,400000,400000,400000,2,1,3033,0.06,1,1020,2009,16,2522,4,3,1,0.5,3.5,1,2,1,1,0,0,1922,600
4,4,8,2023,82023,6.9,4,364000,364000,376000,4,1,3638,0.19,0,0,2020,5,1134,3,2,0,0,2,0,2,0,1,0,0,1134,0
12,12,8,2023,82023,6.9,10,349900,349900,349900,1,1,3016,0.13,0,0,1986,39,1532,3,2,0,0,2,0,0,0,1,0,0,1532,0
7,7,8,2023,82023,6.9,16,289900,289900,308000,3,1,2658,0.32,0,0,1952,73,1532,3,2,0,0,2,0,0,0,1,0,0,1532,0
21,21,7,2023,72023,6.81,21,189999,189999,165000,5,1,1811,0.16,0,0,1952,73,702,3,2,0,0,2,0,0,0,0,0,0,702,0
5,5,8,2023,82023,6.9,4,335000,335000,343000,3,1,2689,0.04,1,960,2012,13,1920,4,3,1,0.5,3.5,1,2,1,1,0,0,1560,360
2,2,7,2023,72023,6.81,14,269950,305000,305000,2,1,2647,0.21,0,0,1958,67,1360,4,2,0,0,2,0,2,0,1,0,0,1360,0
6,6,7,2023,72023,6.81,27,274900,274900,280000,2,1,1986,0.07,1,960,2006,19,1160,3,2,1,0.5,2.5,1,0,0,1,0,0,1160,0
13,13,7,2023,72023,6.81,24,560000,560000,560000,3,1,3936,0.19,1,876,2020,5,2404,4,2,1,0.5,2.5,1,2,0,1,0,0,2404,0
3,3,7,2023,72023,6.81,14,335000,335000,335000,1,1,2556,2.07,0,0,1972,53,1560,4,1,1,0.5,1.5,1,0,1,1,0,0,1560,0
1,1,7,2023,72023,6.81,12,175000,175000,175000,2,1,2272,0.51,0,0,1967,58,1421,3,2,0,0,2,1,1,0,1,0,0,1421,0
6,6,7,2023,72023,6.81,12,399000,399000,431000,2,1,3360,3.05,0,0,2004,21,1390,3,1,1,0.5,1.5,1,1,0,1,0,0,1390,0
7,7,7,2023,72023,6.81,13,352900,360000,360000,2,1,2263,0.15,0,0,1953,72,1350,3,2,0,0,2,0,0,0,1,0,0,1350,0
0,0,7,2023,72023,6.81,19,280000,280000,290000,2,1,2927,0.09,1,624,1995,30,1597,3,2,2,1,3,1,0,1,1,0,0,1397,200
4,4,7,2023,72023,6.81,17,605900,605900,600000,2,1,6343,0.22,1,720,2020,5,3383,4,3,1,0.5,3.5,1,2,0,1,0,0,2518,865
3,3,7,2023,72023,6.81,21,419500,419500,430000,2,1,3533,0.1,1,960.96,2020,5,2782,4,3,2,1,4,1,1,0,1,0,0,1812,970
4,4,7,2023,72023,6.81,25,419900,419900,445000,2,1,4946,0.46,0,0,1973,52,1745,3,3,0,0,3,1,0,1,1,0,0,1745,0
38,38,7,2023,72023,6.81,20,158900,144600,137000,1,1,1650,0.12,0,0,1941,84,924,2,2,0,0,2,0,0,0,0,0,0,924,0
3,3,7,2023,72023,6.81,3,165000,165000,195000,3,1,1454,0.15,0,0,1950,75,702,2,1,0,0,1,0,0,0,1,0,0,702,0
22,22,9,2023,92023,7.12,15,515000,500000,500000,2,1,5559,0.33,1,0,2005,20,3180,5,3,1,0.5,3.5,1,2,1,1,0,0,2600,580
4,4,7,2023,72023,6.81,21,365000,365000,375000,3,1,2814,0.05,1,960.96,2019,6,2020,3,2,2,1,3,0,1,0,1,0,0,1600,420
28,28,8,2023,82023,6.9,15,310000,310000,300000,2,1,2429,1.17,0,0,1962,63,1536,3,1,0,0,1,1,0,1,1,0,0,1536,0
15,15,7,2023,72023,6.81,21,349900,349900,349900,4,1,1650,0.15,0,0,1953,72,1372,3,2,0,0,2,0,0,0,1,0,0,1372,0
87,475,10,2023,102023,7.49,12,583990,593990,593990,2,1,985,0.44,0,0,2023,2,2200,4,2,1,0.5,2.5,1,2,1,1,0,1,2200,0
41,41,12,2023,122023,7.03,7,325000,260000,250000,2,1,1666,0.98,0,0,1930,95,1182,3,2,0,0,2,0,0,1,0,0,0,1182,0
76,76,9,2023,92023,7.12,29,398888,394888,394888,2,1,2886,0.06,1,1020,2007,18,2622,3,3,1,0.5,3.5,1,2,1,1,0,0,1922,700
6,6,6,2023,62023,6.79,30,299000,305000,307000,4,1,2611,0.18,0,0,1950,75,1168,3,2,0,0,2,0,2,0,1,0,0,1168,0
4,4,7,2023,72023,6.81,7,430000,430000,430000,4,1,4453,0.37,0,0,1989,36,2052,4,2,1,0.5,2.5,1,2,1,1,0,0,2052,0
6,6,7,2023,72023,6.81,18,210000,210000,210000,2,1,2546,0.21,0,0,1956,69,1575,2,1,0,0,1,1,0,0,1,0,0,900,675
5,5,6,2023,62023,6.79,28,400000,400000,405000,3,1,3292,0.07,1,960.96,2019,6,2541,3,3,1,0.5,3.5,1,2,0,1,0,0,1936,605
13,13,7,2023,72023,6.81,21,545000,545000,560000,3,1,5940,0.23,1,500,2016,9,2755,3,2,1,0.5,2.5,1,2,1,1,0,0,2755,0
15,15,6,2023,62023,6.79,23,149900,149900,335000,2,2,4174,0.34,0,0,1974,51,2420,3,2,0,0,2,1,2,1,1,0,0,1620,800
12,12,7,2023,72023,6.81,14,399900,505000,505000,2,1,10281,1.59,0,0,1900,125,4607,9,4,1,0.5,4.5,1,0,1,1,0,0,4607,0
4,4,7,2023,72023,6.81,6,275000,275000,302000,2,1,2609,0.34,0,0,1950,75,1336,4,1,0,0,1,1,2,1,1,0,0,1336,0
4,13,6,2023,62023,6.79,15,264900,275000,275000,4,1,2117,0.15,0,0,1929,96,1272,2,2,0,0,2,1,0,0,1,0,0,1272,0
14,14,7,2023,72023,6.81,7,394897,384897,385000,3,1,2872,0.06,1,1020,2008,17,2622,3,2,1,0.5,2.5,1,2,1,1,0,0,1922,700
8,8,7,2023,72023,6.81,26,155000,155000,173000,1,1,2136,0.06,1,240,2005,20,1120,3,1,1,0.5,1.5,1,0,0,1,0,0,1120,0
4,4,7,2023,72023,6.81,6,399900,399900,425000,2,1,3922,0.4,0,0,1987,38,2508,3,3,1,0.5,3.5,1,1,0,1,0,0,1828,680
38,38,7,2023,72023,6.81,28,400000,390000,390000,2,1,3317,0.07,1,873.6,2019,6,2541,3,2,2,1,3,1,2,0,1,0,0,1936,605
17,17,7,2023,72023,6.81,7,229900,224900,230000,3,1,1769,0.2,0,0,1917,108,1102,3,1,0,0,1,1,0,0,1,0,0,1102,0
35,35,8,2023,82023,6.9,1,275000,265000,265000,3,1,2158,0.15,0,0,1990,35,1480,3,2,0,0,2,1,0,0,1,0,0,960,520
3,3,6,2023,62023,6.79,23,425000,425000,443500,4,1,5068,0.42,0,0,2003,22,2572,4,2,1,0.5,2.5,1,2,0,1,0,0,2572,0
11,11,8,2023,82023,6.9,31,190000,190000,210000,3,1,2316,0.17,0,0,1932,93,1344,3,1,0,0,1,0,2,0,0,0,0,1344,0
11,11,7,2023,72023,6.81,7,300000,300000,350000,3,1,2977,0.22,0,0,1987,38,1176,4,2,0,0,2,1,3,1,1,0,0,1176,0
8,8,6,2023,62023,6.79,20,255000,255000,245000,1,1,1928,0.21,0,0,1950,75,1008,3,1,0,0,1,0,2,0,1,0,0,1008,0
3,3,6,2023,62023,6.79,22,575000,575000,590000,4,1,4742,0.21,1,960,2020,5,3903,4,3,2,1,4,1,2,0,1,0,0,2873,1030
7,7,6,2023,62023,6.79,23,399900,399900,400000,4,1,4303,0.34,0,0,1968,57,2240,5,2,1,0.5,2.5,1,1,0,1,0,0,2240,0
9,9,7,2023,72023,6.81,6,260000,260000,270000,2,1,2480,0.25,0,0,1955,70,1050,2,1,0,0,1,1,0,0,1,0,0,1050,0
5,5,6,2023,62023,6.79,30,355000,355000,345000,2,1,3909,0.36,0,0,1935,90,1800,3,2,0,0,2,1,2,1,1,0,0,1800,0
5,5,5,2023,52023,6.39,26,90000,90000,91000,1,1,1343,0.58,0,0,1973,52,1364,3,1,0,0,1,0,0,0,0,0,0,1364,0
6,6,6,2023,62023,6.79,21,260000,260000,285000,2,1,2487.93,0.09,1,624,1997,28,2197,4,3,1,0.5,3.5,1,0,0,1,0,0,1397,800
3,3,6,2023,62023,6.79,16,349900,349900,361500,2,1,3206,0.34,0,0,1963,62,1778,4,1,1,0.5,1.5,1,1,0,1,0,0,1778,0
27,27,8,2023,82023,6.9,4,250000,250000,250000,1,1,3378,0.32,0,0,1962,63,2416,5,2,0,0,2,1,0,0,1,0,0,2416,0
11,11,6,2023,62023,6.79,30,695000,695000,695000,4,1,6141,0.15,1,1500,2013,12,3512,3,2,1,0.5,2.5,0,2,1,1,1,0,3512,0
1,1,6,2023,62023,6.79,8,185000,185000,220000,2,1,2506,0.15,0,0,1953,72,1728,2,1,1,0.5,1.5,1,0,0,1,0,0,964,764
2,2,6,2023,62023,6.79,1,375000,375000,385000,4,1,4871,0.11,0,0,2005,20,3614,3,3,1,0.5,3.5,1,2,1,1,0,0,2414,1200
12,12,6,2023,62023,6.79,29,340000,340000,325000,2,1,2268,0.85,0,0,1971,54,1326,3,2,0,0,2,1,1,1,1,0,0,1326,0
50,50,8,2023,82023,6.9,18,559999,539999,535000,2,1,4221,0.13,1,1500,2019,6,2463,4,3,1,0.5,3.5,0,2,0,1,0,0,2463,0
8,8,6,2023,62023,6.79,6,595000,595000,595000,3,1,4311,0.32,1,960,2014,11,3132,4,3,1,0.5,3.5,1,2,1,1,0,0,3132,0
0,0,7,2023,72023,6.81,25,569900,569900,575000,2,1,4593,0.18,1,876,2021,4,3096,5,3,1,0.5,3.5,1,2,0,1,0,0,3096,0
3,3,6,2023,62023,6.79,1,550000,550000,565000,2,1,4003,0.19,1,960,2019,6,2584,4,2,1,0.5,2.5,1,2,0,1,0,0,2584,0
4,4,6,2023,62023,6.79,6,489900,489900,495000,3,1,3432,0.52,0,0,1964,61,2559,5,4,0,0,4,1,2,1,1,0,0,2559,0
9,9,7,2023,72023,6.81,18,395000,395000,400000,2,1,3319,0.1,1,1020,2012,13,2803,3,2,2,1,3,0,2,1,1,0,0,2178,625
4,4,5,2023,52023,6.39,24,439900,455000,455000,3,1,4898,0.48,0,0,1991,34,2174,4,2,1,0.5,2.5,1,2,1,1,0,0,2174,0
40,40,6,2023,62023,6.79,28,400000,384900,390000,2,1,2834,0.06,1,1020,2008,17,1950,3,3,1,0.5,3.5,1,2,1,1,0,0,1950,0
4,4,5,2023,52023,6.39,19,215000,215000,260000,1,1,2465,1.65,0,0,1966,59,1175,4,2,0,0,2,1,1,0,0,0,0,1175,0
6,6,6,2023,62023,6.79,20,679900,679900,779000,1,1,4334,0.33,0,0,1945,80,2210,4,2,1,0.5,2.5,1,1,1,1,1,0,2210,0
4,4,5,2023,52023,6.39,19,299000,299000,350000,2,1,3402,0.35,0,0,1997,28,1488,3,2,0,0,2,1,0,0,1,0,0,1488,0
3,3,6,2023,62023,6.79,9,325000,325000,335000,2,1,2895,0.26,0,0,1955,70,1618,3,1,0,0,1,1,1,0,1,0,0,1618,0
8,8,6,2023,62023,6.79,26,310000,349900,338000,3,1,2340,0.45,0,0,1955,70,2760,3,2,0,0,2,1,0,0,0,0,0,1928,832
6,6,5,2023,52023,6.39,31,190324,190324,205000,2,1,1550,0.13,0,0,1941,84,840,3,1,0,0,1,0,0,0,1,0,0,840,0
9,9,5,2023,52023,6.39,12,146000,146000,146000,1,2,2647,0.21,0,0,1958,67,1360,3,1,1,0.5,1.5,0,2,0,1,0,0,1360,0
7,7,6,2023,62023,6.79,16,214900,214900,214900,2,1,1658,0.16,0,0,1941,84,924,3,2,0,0,2,0,0,0,1,0,0,924,0
37,121,6,2023,62023,6.79,26,233200,233200,206850,2,2,2542,0.21,0,0,1952,73,1585,3,2,0,0,2,1,0,0,0,0,0,1110,475
9,9,5,2023,52023,6.39,19,699900,699900,700000,1,1,4105,7.13,0,0,1800,225,2172,3,2,0,0,2,1,4,0,1,0,0,2172,0
9,9,5,2023,52023,6.39,31,324900,324900,324900,4,1,2500,0.09,1,1020,2010,15,1892,4,2,1,0.5,2.5,1,0,0,1,0,0,1592,300
4,4,6,2023,62023,6.79,1,260000,300000,295000,4,1,1900,0.04,1,1020,2009,16,1280,3,3,1,0.5,3.5,1,0,0,1,0,0,1280,0
8,8,5,2023,52023,6.39,25,245000,245000,245000,2,1,2054,0.2,0,0,1950,75,960,3,1,1,0.5,1.5,0,0,0,1,0,0,960,0
105,105,8,2023,82023,6.9,29,150000,140000,150000,1,1,1850,0.18,0,0,1917,108,1056,3,1,1,0.5,1.5,1,0,0,1,0,0,1056,0
7,7,6,2023,62023,6.79,20,429900,429900,420900,1,1,5036,0.42,0,0,1965,60,2480,4,3,1,0.5,3.5,1,1,0,1,0,0,2480,0
2,2,5,2023,52023,6.39,12,319900,319900,330000,2,1,2378,0.05,1,960,2008,17,1620,3,2,2,1,3,1,1,1,1,0,0,1320,300
6,6,6,2023,62023,6.79,14,179500,179500,171000,2,1,1505,0.12,0,0,1941,84,816,3,1,0,0,1,0,0,0,1,0,0,816,0
9,9,5,2023,52023,6.39,31,299333,299333,299500,4,1,2484,0.23,0,0,1955,70,1338,3,2,0,0,2,1,0,0,1,0,0,1138,200
3,3,5,2023,52023,6.39,26,335000,355000,355000,2,1,3372,0.37,0,0,1964,61,1778,5,2,0,0,2,1,1,0,1,0,0,1778,0
10,10,4,2023,42023,6.28,28,188000,188000,196000,5,2,3016,0.13,0,0,1986,39,2132,3,2,0,0,2,1,1,0,0,0,0,1532,600
3,3,5,2023,52023,6.39,12,324900,324900,331000,3,1,3448,0.35,0,0,1993,32,1269,3,2,0,0,2,0,0,1,1,0,0,1269,0
0,0,4,2023,42023,6.28,28,407000,407000,402000,4,1,3006,0.06,1,1020,2007,18,2672,3,3,1,0.5,3.5,1,2,1,1,0,0,1922,750
53,53,6,2023,62023,6.79,30,289900,270000,270000,3,1,2352,0.16,0,0,1960,65,2020,3,1,0,0,1,1,0,0,1,0,0,1280,740
19,19,5,2023,52023,6.39,19,499900,465000,475000,3,1,4597,0.37,1,0,1998,27,2736,4,2,1,0.5,2.5,1,2,1,1,0,0,2186,550
13,13,7,2023,72023,6.81,14,349900,384900,385000,2,1,1933,0.53,0,0,2018,7,2052,4,2,0,0,2,0,2,0,1,0,0,2052,0
2,2,5,2023,52023,6.39,12,174900,190750,190750,4,1,1363,0.13,0,0,1941,84,672,2,1,0,0,1,0,0,0,0,0,0,672,0
5,5,5,2023,52023,6.39,19,179900,179900,205000,2,1,1905,0.92,0,0,1960,65,1295,3,1,0,0,1,1,1,0,1,0,0,888,407
3,3,4,2023,42023,6.28,26,319900,319900,331000,4,1,2194.69,0.27,0,0,1963,62,1998,4,2,0,0,2,1,0,0,1,0,0,1498,500
4,4,4,2023,42023,6.28,28,409999,409999,430000,4,1,3709,0.34,0,0,1964,61,2650,5,3,1,0.5,3.5,1,0,1,1,0,0,2050,600
24,24,6,2023,62023,6.79,2,325000,315000,315000,2,1,3481,0.19,0,0,2007,18,1941,6,3,0,0,3,1,0,0,1,0,0,1221,720
26,26,6,2023,62023,6.79,16,260000,255000,258000,3,1,2579,0.28,0,0,1952,73,1414,3,1,0,0,1,1,0,0,1,0,0,1414,0
3,3,4,2023,42023,6.28,12,199900,199900,200000,2,1,1529,0,1,1000,2007,18,1499,2,2,0,0,2,0,0,0,1,0,0,1499,0
4,4,4,2023,42023,6.28,21,219900,219900,205000,2,1,1335,0.14,0,0,1950,75,702,2,1,0,0,1,0,0,0,1,0,0,702,0
5,5,4,2023,42023,6.28,6,168900,168900,181000,2,1,1012,0.15,0,0,1941,84,672,2,1,0,0,1,0,0,0,1,0,0,672,0
38,38,5,2023,52023,6.39,26,249900,249900,207500,5,1,2062,0.47,0,0,1973,52,1470,2,1,0,0,1,0,0,0,0,0,0,1470,0
3,3,5,2023,52023,6.39,3,344900,344900,361000,2,1,2923,0.05,1,948,2020,5,2020,3,2,2,1,3,1,1,0,1,0,0,2020,0
3,3,4,2023,42023,6.28,14,198000,198000,205000,2,1,680.69,0.15,0,0,1941,84,1187,3,2,0,0,2,0,0,0,1,0,0,1187,0
102,102,8,2023,82023,6.9,18,428000,418000,425000,4,1,729,0.23,0,0,2023,2,2016,5,2,1,0.5,2.5,1,0,0,1,0,1,2016,0
10,10,4,2023,42023,6.28,7,159950,159950,155000,1,2,2065,0.22,0,0,1953,72,884,3,1,0,0,1,1,0,0,0,0,0,884,0
19,19,5,2023,52023,6.39,19,300000,300000,290000,1,1,1925,0.4,0,0,1935,90,1250,3,2,0,0,2,1,2,0,1,0,0,1250,0
16,16,4,2023,42023,6.28,28,549900,549900,549900,4,1,4347,0.17,1,1500,2019,6,2449,4,2,2,1,3,0,2,1,1,0,0,2449,0
5,5,4,2023,42023,6.28,14,619000,635000,635000,2,1,7018,0.22,1,720,2021,4,4111,5,5,0,0,5,1,2,0,1,0,0,3046,1065
6,6,4,2023,42023,6.28,10,205000,205000,223290,2,1,2317,0.19,0,0,1950,75,1168,3,1,0,0,1,0,0,0,1,0,0,1168,0
25,25,10,2023,102023,7.49,12,275000,275000,271000,2,1,1795,0.6,0,0,1880,145,1154,3,1,0,0,1,1,0,1,0,0,0,1154,0
25,25,5,2023,52023,6.39,18,40000,40000,147400,2,2,1558,0.16,0,0,1953,72,702,2,1,0,0,1,0,0,0,1,0,0,702,0
9,9,4,2023,42023,6.28,17,339000,339000,351000,2,1,3135,0.07,0,0,2015,10,2524,4,2,1,0.5,2.5,1,2,0,1,0,1,1924,600
22,22,5,2023,52023,6.39,15,299000,285000,290000,2,1,2182,0.23,0,0,1952,73,1475,3,1,1,0.5,1.5,1,0,0,1,0,0,1125,350
65,65,6,2023,62023,6.79,23,639000,569000,559000,4,1,4818,0.15,1,876,2020,5,3953,5,4,1,0.5,4.5,1,2,0,1,0,0,2998,955
11,11,5,2023,52023,6.39,5,335000,335000,335000,2,1,3445,0.16,0,0,2020,5,1242,3,2,0,0,2,0,0,0,1,0,0,1242,0
29,29,5,2023,52023,6.39,11,299000,289000,280000,2,1,1875,0.71,0,0,1955,70,1080,3,1,0,0,1,0,2,1,1,0,0,1080,0
20,20,7,2023,72023,6.81,5,225000,225000,230000,5,1,2343,0.19,0,0,1953,72,1188,2,2,0,0,2,0,2,0,1,0,0,1188,0
6,6,4,2023,42023,6.28,7,235000,235000,237000,3,1,2085,0.09,0,0,1986,39,1080,3,1,1,0.5,1.5,0,0,0,1,0,0,1080,0
45,45,5,2023,52023,6.39,25,549000,535000,485000,4,1,587,0.25,0,0,2023,2,2655,4,3,1,0.5,3.5,0,2,0,1,0,1,2655,0
5,5,4,2023,42023,6.28,10,560000,560000,565000,4,1,6744,0.26,1,500,2013,12,4026,4,3,1,0.5,3.5,1,2,0,1,0,0,3276,750
28,28,4,2023,42023,6.28,21,330000,319000,314000,2,1,2848,0.23,0,0,1954,71,1440,3,2,0,0,2,1,1,0,1,0,0,1440,0
4,4,4,2023,42023,6.28,3,250000,250000,228000,3,1,2060,0.06,1,508.2,2008,17,1240,3,2,1,0.5,2.5,1,0,0,1,0,0,1240,0
22,22,4,2023,42023,6.28,14,565000,565000,545000,4,1,4091,0.19,1,873.6,2020,5,2584,4,3,1,0.5,3.5,1,2,0,1,0,0,2584,0
19,19,4,2023,42023,6.28,14,345000,339000,345000,2,1,2550,0.05,1,948,2019,6,1660,3,2,2,1,3,1,1,0,1,0,0,1320,340
5,5,3,2023,32023,6.65,15,199900,199900,215000,1,1,1529,0,1,1000,2008,17,1424,2,2,0,0,2,0,0,0,1,0,0,1424,0
9,9,6,2023,62023,6.79,30,159990,165000,165000,2,1,954,0.1,0,0,1941,84,672,2,1,0,0,1,0,0,0,1,0,0,672,0
7,7,4,2023,42023,6.28,5,159900,159900,154900,3,1,954,0.09,0,0,1941,84,672,2,1,0,0,1,0,0,0,1,0,0,672,0
6,6,3,2023,32023,6.65,8,199500,199500,165000,1,1,2396,0.23,0,0,1935,90,1456,3,1,1,0.5,1.5,1,1,0,0,0,0,1456,0
3,3,3,2023,32023,6.65,14,219900,219900,219900,2,1,2233,0.28,0,0,1951,74,1022,2,1,1,0.5,1.5,1,0,0,1,0,0,1022,0
1,1,3,2023,32023,6.65,17,335000,340000,332000,4,1,3156,0.18,0,0,1983,42,1800,4,2,0,0,2,1,0,1,0,0,0,1020,780
5,5,3,2023,32023,6.65,10,265000,265000,280000,2,1,2092,0.04,1,680,2003,22,1636,3,3,1,0.5,3.5,1,0,0,1,0,0,1336,300
4,4,3,2023,32023,6.65,3,135000,135000,145500,2,1,1777,0.07,1,0,1964,61,1080,3,1,0,0,1,0,0,0,1,0,0,1080,0
2,2,2,2023,22023,6.09,27,244900,244900,250000,2,1,3119,0.06,1,564,2000,25,1872,3,2,1,0.5,2.5,1,0,0,1,0,0,1872,0
4,4,2,2023,22023,6.09,21,469990,501000,501000,2,1,3824,0.15,1,380,2005,20,4176,4,3,1,0.5,3.5,1,2,0,1,0,0,3176,1000
3,49,2,2023,22023,6.09,24,319900,319900,319900,2,1,2544,0.04,1,1020,2012,13,1860,3,2,1,0.5,2.5,1,2,0,1,0,0,1560,300
21,66,2,2023,22023,6.09,28,199900,194900,215000,4,1,1650,0.12,0,0,1941,84,924,3,2,0,0,2,0,0,0,1,0,0,924,0
30,30,3,2023,32023,6.65,9,85000,85000,85000,1,1,0,0,0,0,1992,33,1800,3,2,0,0,2,0,0,0,1,0,0,1800,0
11,11,2,2023,22023,6.09,4,30000,25000,15000,1,1,0,0.03,0,0,1980,45,1000,3,2,0,0,2,0,0,0,1,0,0,1000,0
8,77,3,2023,32023,6.65,31,149900,139900,135000,1,1,2448,0.14,0,0,1953,72,1242,3,2,0,0,2,1,0,0,0,0,0,1242,0
6,68,2,2023,22023,6.09,15,349900,349900,350000,2,1,2623,0.04,1,873.6,2020,5,1800,4,3,1,0.5,3.5,1,0,0,1,0,0,1320,480
17,17,3,2023,32023,6.65,6,225000,225000,225000,4,1,2617,0.14,0,0,1940,85,946,2,1,0,0,1,1,0,0,1,0,0,946,0
5,5,1,2023,12023,6.48,13,185000,185000,185000,1,1,2455,0.2,0,0,1917,108,1704,5,2,1,0.5,2.5,1,0,0,1,0,0,1704,0
3,3,1,2023,12023,6.48,20,279000,279000,289000,4,1,2514,0.53,0,0,1987,38,1182,3,3,0,0,3,1,0,0,1,0,0,1182,0
45,45,4,2023,42023,6.28,28,324900,324900,315000,2,1,2966,0.3,0,0,1930,95,2054,3,2,0,0,2,1,2,1,0,0,0,2054,0
18,18,1,2023,12023,6.48,31,300000,300000,285000,4,1,2509,0.26,0,0,2004,21,1512,3,2,0,0,2,0,1,0,1,0,0,1512,0
6,6,2,2023,22023,6.09,13,475000,475000,455000,2,1,5140,0.36,0,0,1965,60,2616,4,3,1,0.5,3.5,1,2,1,1,0,0,2616,0
11,11,2,2023,22023,6.09,10,319900,319900,315000,5,1,3413,0.19,0,0,1983,42,1970,4,2,0,0,2,1,0,0,1,0,0,1220,750
1,1,12,2022,122022,6.49,12,440000,440000,440000,2,1,2732,3.65,0,0,1963,62,1432,2,3,0,0,3,1,2,0,1,0,0,1432,0
9,9,1,2023,12023,6.48,13,229999,229999,225000,4,1,2360,0.06,0,0,1974,51,1640,3,2,1,0.5,2.5,1,0,0,1,0,0,1240,400
5,5,12,2022,122022,6.49,28,375000,375000,410000,2,1,4807,0.14,1,160,2000,25,2936,4,2,1,0.5,2.5,1,2,0,1,0,0,1936,1000
6,6,2,2023,22023,6.09,16,345000,345000,345000,2,1,2898,0.05,1,876,2019,6,1996,3,2,2,1,3,1,1,0,1,0,0,1536,460
72,72,3,2023,32023,6.65,31,265000,265000,265000,2,1,2064,0.11,0,0,1917,108,1257,3,1,1,0.5,1.5,1,2,0,1,0,0,1257,0
14,14,1,2023,12023,6.48,20,175000,175000,175000,2,1,379,0.12,0,0,1941,84,816,3,1,0,0,1,0,0,0,1,0,0,816,0
6,6,1,2023,12023,6.48,25,275000,275000,275000,2,1,2662,0.06,1,591.96,1996,29,2218,3,2,2,1,3,1,0,0,1,0,0,1412,806
